Category,Subcategory,Service Name,Phone Number,Physical Address,Hours of operation,Description,Wheelchair access (y),Language Help (y),Web address,Email Address
Unique Situations,LGBTQIA Services,Trans*Ponder,508-443-6337,,,"Trans*Ponder provides community and resources for transgendered individuals. They provide a yoga class and support groups for transgendered folks, questioning and parents. Website provides a list of providers that are LGBTQ affirmative. Please contact via phone or email for their full services, places and times. Leave a message and they will get back.",,,www.transponder.community,info@transponder.community
Unique Situations,LGBTQIA Services,Trevor Lifeline,1-866-488-7386,,24/7,"A crisis intervention and suicide prevention phone service for LGBTQIA. Or, text “START” to 678678 (standard text messaging rates apply).",,,,
Unique Situations,Re-Entry/Post-Incarceration Services,,,,,,,,,
Unique Situations,Re-Entry/Post-Incarceration Services,"Sponsors, Inc.- Re-Entry Resource Center",541-505-5690,"38 Hwy. 99 N Eugene, OR, 97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",y,,sponsorsinc.org/rrc/,
Unique Situations,Re-Entry/Post-Incarceration Services,"Sponsors, Inc.- Re-Entry Resource Center – Womans Assistance Program",541-505-5690,"767 East 8th Ave Eugene, OR97402",M-F 8-4:30,"Services for those on probation or parole. Transitional housing for men and women. Information, resources and referrals to find employment. Drop in or make an appointment.",y,,sponsorsinc.org/rrc/,
,Senior Services,,,,,,,,,
Unique Situations,Senior Services,Senior & Disability Services,541-682-3353,"1015 Willamette St. Eugene, OR, 97401",M-F 9-4,"Provides a variety of services to seniors and family caregivers throughout Lane County including information and referral, short-term assistance (e.g. - Energy Assistance certification), in-home help, Medicaid and SNAP, Meals on Wheels, grocery/medical transport, and case management for persons 60 years and older and persons with disabilities (age 18 & older).",y,y,sdslane.org,
Unique Situations,Senior Services,Cafe 60-- Meals for Seniors,541-689-8011,"Northwest Neighbors 1221 Jacobs Drive Eugene, OR 97402",M-F 11:30 AM,"Anyone age 60 and older is served, regardless of income. Guests under age 60 are welcome to attend for $8 per meal.",,,Laneseniormeals.org,
Unique Situations,Senior Services,Cafe 60-- Meals for Seniors,541-342-3515,"Olive Plaza 1135 Olive St. Eugene, OR, 97402",M-F 11:45am,"Anyone age 60 and older is served, regardless of income. Guests under age 60 are welcome to attend for $8 per meal.",,,Laneseniormeals.org,
Unique Situations,Senior Services,Cafe 60-- Meals for Seniors,541-688-4052,"River Road Annex 1055 River Road Eugene, OR 97404","T, Th 12pm","Anyone age 60 and older is served, regardless of income. Guests under age 60 are welcome to attend for $8 per meal.",,,Laneseniormeals.org,
Unique Situations,Senior Services,Cafe 60-- Meals for Seniors,541-736-4444,"Springfield Willamalane Adult Ctr., 215 W C St. Springfield",M-F 11:30am,"Anyone age 60 and older is served, regardless of income. Guests under age 60 are welcome to attend for $8 per meal.",,,Laneseniormeals.org,
Unique Situations,Senior Services,Department of Human Services,541-686-7722,"2101 W. 11 th Ave., Eugene",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Unique Situations,Senior Services,Department of Human Services,541-686-7555,"899 Willamette St., Eugene",M-F 8am-5pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Unique Situations,Senior Services,Department of Human Services,541-726- 3525,"101 30th St., Springfield",M-F 7am-6pm,"State- and federally-funded services. Food benefits (SNAP), employment services, cash assistance (TANF), domestic violence services, child welfare services, health benefits (OHP), senior citizens services. Also, apply for free phones, search for jobs, bathrooms. Apply for services by paper or by computers provided.",y,y,,
Unique Situations,Veterans’ Services,,,,,,,,,
Unique Situations,Veterans’ Services,Access the Law,541-686-4890,"245 W. 13th, Eugene",M-F 8-5 (out 12-1),ATL provides quality legal services for working and low income families and individuals. 50 dollar consultation. Provide free legal consultation for veterans once a month.,y,,https://accessthelaw.org/,
Unique Situations,Veterans’ Services,Community Reintegration Service Center,"541-465-6918, after hours call 877-927-8387","190 E.11th, Eugene",M-Sa 8am-4:30pm,Reintegration and bereavement support of combat theater vets and survivors of military sexual trauma.,y,,,
Unique Situations,Veterans’ Services,Eugene VA Heathcare Center,541-607-0897,"3355 Chad Dr., Eugene",M-F 8 AM – 4:30 PM,Full service hospital for veterans.,y,,https://www.roseburg.va.gov/locations/eugene.asp,
Unique Situations,Veterans’ Services,Eugene Vet Center,541-465-6918,"190 East 11th Avenue Eugene, OR 97401",M-F 8 AM – 4:30 PM,Mental health assistance for vets and the families of vets who served in combat in need of readjustment to society or for those who are experiencing trauma. Employment assistance on Thursdays.,y,,https://www.va.gov/find-locations/facility/vc_0626V,
Unique Situations,Veterans’ Services,Lane County Veteran Service Office,541-682-4191,"151 W 7th Ave, Ste 460 Eugene, OR, 97401","M-F 8 AM – 5 PM, (Closed 12-1)","Case management for vets, including filing for disability claims, obtaining military records, applying for VA Health Care, education benefits and surviving spouse benefits.",y,,lanecounty.org/cms/one.aspx?pageId=4133203,
Unique Situations,Veterans’ Services,Military Helpline,888-457-4838,,24/7,"24/7 resource for military service members, veterans and their families. Text “MILT” to 839863",,,,
Unique Situations,Veterans’ Services,Operation Homefront,800-722-6098 ,,24/7,"Providing assistance for Veterans in need. All financial needs must be documented. They provide for those qualified: financial assistance, transitional housing, school supplies, holiday meals.",,,https://www.operationhomefront.org/,
Unique Situations,Veterans’ Services,PenFed Foundation,800-558-9224 ,,24/7,"Emergency financial assistance program offers financial assistance for wounded, ill, and injured post 9-11 combat veterans who are experiencing an unexpected short term (1- 2 months) financial setback. Fastest method to get a response is to email via “Apply for Assistance” on the website.",,y,https://penfedfoundation.org/,
Unique Situations,Veterans’ Services,St. Vincent de Paul Support Services for Veteran Families,541-743-7107,"2890 Chad Dr., Eugene",M-F 8-5,"Housing assistance, eviction prevention, case mgt, referrals and assistance to other services and benefits. Aimed at helping homeless veterans and those at risk of homelessness with the resources needed to become or remain permanently housed.",y,y,https://www.svdp.us/what-we-do/affordable-housing/supportive-services-veteran-families/,
Unique Situations,Veterans’ Services,Veterans Crisis Hotline,"800-273-8255, press 1",,,"Support line for all veterans, service members, National Guard members and their family.",,,,
Unique Situations,Veterans’ Services,Veterans Homeless Services Hotline,877-424-3838,,24/7,A national line that provides referral to services for veterans without a home.,,,,
Unique Situations,Youth Services,,,,,,,,,
Unique Situations,Youth Services,15th Night,541-246-4046,,24/7,24/7 talk or chat hotline for youth under 18; rapid access to resources and emergency services,,,https://www.15thnight.org,
Unique Situations,Youth Services,Boys & Girls Clubs of Emerald Valley,541-345-9939,"1545 W. 22nd Ave, Eugene, OR 97405",,"After-school programs and activities for youth 1st to 12th Grade. Activities include Academics, Athletics and Board Games. Meal provided for children in program.",y,,https://www.bgcev.org,
Unique Situations,Youth Services,Center for Family Development,541-342-8437,"261 E 12th Ave., 1234 High St., and 1501 Pearl St. Eugene, OR, 97401",M-F 8 AM - 5:30 PM,"Outpatient mental health programs for children, adolescents, and adults. Specializations include: child abuse, sexual behavior, depression, ADHD, anxiety, delinquent behavior, and group therapy. OHP accepted.",y,,http://c-f-d.org/,
Unique Situations,Youth Services,The Child Center Crisis Response Program,"3995 Marcola Rd. Springfield, OR, 97477",,24/7,"24/7 Crisis Response Program providing support and help to teens, children, parents and families during times of crisis. Must call first.",y,y,https://www.thechildcenter.org/,
Unique Situations,Youth Services,Early Assessment and Support Alliance (EASA),458-205-7070,"1200 Hilyard St., Ste. 570 Eugene, OR, 97401",MTTH 8:30am-6pm; W 9-6; F 8-5,"The First Episode Program helps people ages 15-25 who have recently experienced their first psychotic break. Services provided include: assessment, counseling, peer support, vocational education, job search assistance, medication management and case management.",y,,http://www.easacommunity.org/,
Unique Situations,Youth Services,First Place Family Center,541-342-7728,"1995 Amazon Parkway, Eugene OR 97405",7 days 8am-5pm,"Offers a day time facility for families with children, meals, mail service, laundry, computers, preschool, limited overnight accommodations, and referrals for jobs, housing and recovery.",y,y,https://www.svdp.us/what-we-do/homeless-services/first-place-family-center/,
Unique Situations,Youth Services,Hosea Youth Services Project,541-344-5583,"834 Monroe Street, Eugene, OR, 97402",MWF 4:30-6:30pm,"Drop-in day access center for homeless and displaced youth 16-24 including job search, meals, showers, laundry, clothing, and personal hygiene items.",y,,http://www.hoseayouth.org,
Unique Situations,Youth Services,Ophelia’s Place,541-284-4333,"1577 Pearl St., Suite 100",M-Th 10-6; F 10-3,"Eugene Support and empowerment center for girl-identified youth (ages 10 –18). On-site counseling by appointment, after-school program, drop in resources Monday – Thursday, 3 – 6 p.m. Call for orientation information.",y,,http://opheliasplace.net/,
Unique Situations,Youth Services,Oregon Family Support Network,541-342-2876,"72A Centennial Loop, Suite 150, Eugene",M-F 8:30-5 (better to call first),"Support for families raising a youth with emotional, behavioral, or mental health challenges (no diagnosis needed). Respite, support group, family events, advocacy, IEP/504 support.  Check website or text “safe” + city, state and zip code to 44357 to find a location",y,,http://www.ofsn.org/,
Unique Situations,Youth Services,Project Safe Place,,,,National program that provides youth with safe places to seek help 24-hours per day. Youth ages 11-17 can access any of the 68 Safe Place sites across Lane County identified by the yellow and black diamond-shaped signs. Staff at each site are trained to assist the youth in contacting Station 7. Participating businesses are identified by highly visible yellow and black diamond-shaped signs.,y,y,https://www.nationalsafeplace.org/find-a-safe-place,
Unique Situations,Youth Services,Youth ERA,971.334.9295,"965 Oak Alley, Eugene, OR 97401",M-F 3-6pm,"Afterschool program for youth ages 14-25 with focus on peer support, goal setting and developing leadership skills.",y,,https://www.youthera.org/eugene-drop,
Unique Situations,Youth Services,Youthline,877-968-8491,,24/7,24/7 crisis line staffed by and for teenagers 4-10pm daily (adults available at other times). Text “teen2teen” to 839863. Chat and email also available.,,y,oregonYouthline.org,
Unique Situations,Youth Services,Looking Glass - Counseling Program,541-484-4428,"260 E 11th Ave. Eugene, OR, 97401",M-Th 8-6; F 8-5,"Outpatient mental health and substance abuse treatment. Individual, family and group therapy for children, adolescents, adults, and their families.",y,y,lookingglass.us,
Unique Situations,Youth Services,Looking Glass - New Roads Program,541-686-2688,"941 W 7th, Eugene",M-F 8:30-3:30,"Day shelter and food for youth 16-21 only. Food, clothing, showers, and assistance with employment, transitional and permanent housing. Meals: Breakfast - 8:30 - 9:30 am Lunch - 12:00 - 1:00 pm Snacks - 3-3:30 pm",,,https://www.lookingglass.us/new-roads,
Unique Situations,Youth Services,Looking Glass - Station #7,541-689-3111,"931 W 7th Ave. Eugene, OR, 97402",24/7,Provides crisis intervention services and temporary emergency shelter for runaway and homeless youth ages 11-17.,y,y,https://www.lookingglass.us/station-7,
Lane County,Blachly,,,,,,,,,
Lane County,Blachly,Triangle Food Box,541 925 3254,"20280 Blachly Grange Road, Blachly, OR, 97412","3rd Th, 10-2","Food pantry open Friday following the 3rd Thursday of each month, from 10am to 2pm. Clothing and other goods sometimes available.",y,y,,
Lane County,Coburg,,,,,,,,,
Lane County,Coburg,Cafe 60 Coburg United Methodist Church,541-682-4378,"91193 N. Willamette Coburg, OR 97408",W 12pm,Free meal for seniors over 60,,,,
Lane County,Coburg,Serenity Lane,541-687-1110,"PO Box 8549, Coburg, OR 97408",7 days 8-5,"Detox and treatment center for alcohol and other drug addictions with inpatient / residential and outpatient services to adults 18 years and older. OHP accepted for detox and outpatient services only. Facilities in Coburg and Eugene, please call.",y,y,https://serenitylane.org/,
Lane County,Cottage Grove,,,,,,,,,
Lane County,Cottage Grove,Buster’s Main Street Café.,541-942-8363,"811 E. Main St., Cottage Grove",7 days 8am-2pm,"Free meals for vets and active service persons on the 11th of every month, 20% discount Tuesday-Thursday.",,,https://www.bustersmsc.com/,
Lane County,Cottage Grove,"Celebrate Recovery Meeting at Calvary Chapel, Cottage Grove",541-942-6842,"1447 North Highway 99, Cottage Grove",F 6:30pm,"Faith-based 12-step recovery support program for all hurts, hang ups, and habits. Fridays at 6:30. Additional materials available on their website.",,,https://www.celebraterecovery.com,
Lane County,Cottage Grove,Community Kitchen at the Trinity Lutheran Church,541-942-2373,"675 S 7th St. Cottage Grove, OR, 97424",TTh 5:15 - 6:00PM,Dinners served Tuesdays and Thursdays; 5:15 - 6:00. Doors open at 5:00pm.,y,,http://tlccg.com/,
Lane County,Cottage Grove,Community Sharing,541-942-2176,"1440 Birch Avenue Cottage Grove, OR 97424",M-F 11AM - 3:30 PM,"Services provided: Food boxes; rent, utility and water assistance; prescription assistance. Help getting an ID. Laundry, shower, propane and gas vouchers. Bus passes for medical appointments and job interviews. More services available.",y,y,https://communitysharing.org/,
Lane County,Cottage Grove,Department of Human Services,541-942-9186,"305 Coop Ct, Cottage Grove",M - F 8 - 5,"State- and federally-funded services. Food benefits, employment services, cash assistance, domestic violence services, child welfare services, senior citizens services.",y,y,,
Lane County,Cottage Grove,Family Relief Nursery,541-942-4835,"720 N 14th St. Cottage Grove, OR, 97424",M - F 9 - 4,Provides therapeutic classroom for ages 6 wks - 4yrs; scheduled respite program for ages 6 wks - 6yrs and immediate need drop-in is available; parent education and support; latino outreach; mental health services; and peer support for clients with substance abuse issues. Information and referral services also provided.,y,y,familyreliefnursery.org,
Lane County,Cottage Grove,HIV Alliance,541-342-5088,"75 S. 5th St., Cottage Grove, OR 97424",Tu 12-2:30pm & 5:30-7pm,Provides syringe exchange and harm reduction services as well as HIV and Hepatitis C testing.,,,https://hivalliance.org/prevent/syringe-services/#syringe-exchange,
Lane County,Cottage Grove,Peacehealth Medical Group - Cottage Grove Community Hospital and Clinics,541-767-5200,"1515 Village Dr. Cottage Grove, OR, 97424",24/7,Hospital with a 24 hour emergency room.,y,y,peacehealth.org,
Lane County,Cottage Grove,Produce Plus DHS Cottage Grove,541-942-9186,"305 Coop Court, Cottage Grove, OR",Tu 10am,Produce is available every Tuesday morning after 10 am.,,,,
Lane County,Cottage Grove,Cafe 60-- Riverview Terrace,541-942-9261,"925 W. Main Cottage Grove, OR 97424",TWTh 12pm,Free meals for seniors over 60.,,,,
Lane County,Cottage Grove,Senior & Disability Services - Cottage Grove,541-682-7800,"37 N 6th St. Cottage Grove, OR, 97424",Mon – Fri 8 AM – 4:45 PM,"Resources for seniors and people with disabilities. Including, SNAP, OHC, Meals on Wheels, In home care and Independent Home Care, and many more programs.",y,y,http://www.sdslane.org/,
Lane County,Cottage Grove,Senior Law Center,541-485-1017 ext. 131,,Monday 8am-7pm; Tues-Fri 8:30am-4:30 pm,"Provides legal services and referrals for seniors. Call the program director at the number above to make an appointment in Cottage Grove. If you have legal questions before your appointment, call 541-485-1017 xt.131",y,,http://www.lclac.org/seniorlaw/,
Lane County,Cottage Grove,South Lane Mental Health,541-942-3939,"1345 Birch Ave. Cottage Grove, OR, 97424",8-5 M-F,"Day center from 9am-11am with substance use treatment. Counseling, crisis service, medication management and housing support available.",y,y,https://www.slmh.org/,
Lane County,Cottage Grove,South Lake Mental Health Recovery Center,541 767 4260,"75 5th street Cottage Grove, OR, 97424",9-5 M-F,A five-bed mental health foster home for adults with severe mental illnesses. Case management and youth counseling available. Recovery services available for both adults and youth.,y,,,
Lane County,Cottage Grove,South Lane Wheels,541-942-0456,"1450 Birch Ave. Cottage Grove, OR, 97424",8am - 5pm,"Accessible public transportation in the Cottage Grove and Creswell are with service to Eugene and Springfield destinations. Information and referral also provided. LTD Connector, a door-to-door transportation service to any location in the Cottage Grove area, offered from 7am to 7pm.",y,,http://southlanetransit.com/,
Lane County,Creswell,,,,,,,,,
Lane County,Creswell,Cafe 60- Creswell Villa,541-895-2338,"350 S. 2nd St. Creswell, OR 97426",MWF 12pm,Free meal for seniors over 60,,,,
Lane County,Creswell,Creswell Food Pantry,541-246-9117,"364 Cobalt Ln. Creswell, OR, 97426",Th 12:30-3pm,"Once a month food box, plus 4 extra times during the year. Bring a box. 3-5 day of food, 20 lbs per person. Provide a piece of mail to confirm address. Help for those with no address.",y,y,communityfoodforcreswell.org,
Lane County,Creswell,Meals on Wheels - Creswell,541-682-3353,"Cresview Villa, 350 S 2nd St. Creswell, OR, 97426",MWF 11am-1pm,Delivers meals to homebound seniors over 60. Frozen meals available by request.,,y,laneseniormeals.org,
Lane County,Creswell,South Lane Wheels,541-942-0456,"1450 Birch Ave. Cottage Grove, OR, 97424",8am - 5pm,Accessible public transportation in the Cottage Grove and Creswell area with service to Eugene and Springfield destinations. Information and referral also provided.,y,,http://southlanetransit.com/,
Lane County,Creswell,Family Relief Nursery,541-942-4835,"720 N 14th St. Cottage Grove, OR, 97424",M - F 9 - 4,Provides therapeutic classroom for ages 6 wks - 4yrs; scheduled respite program for ages 6 wks - 6yrs and immediate need drop-in is available; parent education and support; latino outreach; mental health services; and peer support for clients with substance abuse issues. Information and referral services also provided.,y,y,familyreliefnursery.org,
Lane County,Creswell,New Hope Baptist Church,541 895-4436,"597 S Front St, Creswell, OR 97426",W 5:15-6pm,Free meals on Wednesdays from 5:15-6pm.,y,,https://www.newhopecreswell.com/,
Lane County,Dexter,,,,,,,,,
Lane County,Dexter,Dexter Clinic,541-937-2134,"38843 Dexter Rd. Dexter, OR, 97431",M - Th 8 - 5,"This is a family practice that covers the treatment of chronic and sudden illness, health-care screening, immunizations, minor surgical procedures, lab tests, prescriptions, minor emergency care and referral service to appropriate agencies.",y,y,peacehealth.org/dexter-clinic,
Lane County,Dorena,,,,,,,,,
Lane County,Dorena,Up River Food Pantry,541 343 2822,"37895 Row River Rd. Dorena, OR 97434",3rd F 4:00-5:30pm,,y,,,
Lane County,Florence,,,,,,,,,
Lane County,Florence,Better Living Center,541-997-2137,"85134 Hwy. 101 Florence, OR, 97439",W 11-5:30; Su 11-3:30,A wide selection of free clothing and small household goods are available to anyone. No qualifying required.,y,,,
Lane County,Florence,Cafe 60- Florence Senior Center,541-997-5673,"1570 Kingwood Florence, OR 97439",MWF 11:45am,Free meals for seniors 60 and over.,,,,
Lane County,Florence,Department of Human Services - Child Welfare Program,541-997-8251,"3180 Hwy. 101 N Florence, OR, 97439",M - F 8 - 5,"State- and federally-funded services. Food benefits, employment services, cash assistance, domestic violence services, child welfare services, senior citizens services.",y,y,,
Lane County,Florence,Florence Food Share,541-997-9110,"2190 Spruce St, Florence, OR 97439",M-F 9:30am-1pm; MW 4pm-6pm; 1st and 3rd Sat. 10am-1pm,Free food pantry.,y,y,,
Lane County,Florence,Meals on Wheels - Florence,541-682-3353,"1570 Kingwood St. Florence, OR, 97439",MWF 11 AM – 1 PM,"Delivers meals to homebound seniors over 60 at noontime Mondays, Wednesdays, & Fridays.",y,y,laneseniormeals.org,
Lane County,Florence,Oregon Department of Motor Vehicles - Florence,541-997-6837,"2056 Hwy. 101 N Florence, OR, 97439",M-F 9-5,"Provides all forms of driver licensing, vehicle titles and registration, MCTD and highway permits. For disabled parking placards, pick up an application, get a doctor's signature, and return the application. Homeless individuals may use shelter location with letter as proof of address for obtaining IDs.",y,y,oregon.gov/ODOT/DMV/pages/offices/florence.aspx,
Lane County,Florence,Peace Harbor Hospital - Home Care Services,541-997-3418,"400 9th St., Florence, OR",24/7,"Individualized in-home care is available for patients of all ages, from newborns to seniors. Hospice services also provided. Call for eligibility requirements and details about service. Also services Deadwood, Yachats, and Westlake.",y,y,peacehealth.org,
Lane County,Florence,Senior Law Center,"541-485-1017, ext 131",,"M 8am-7pm, T-F 8:30-4:30pm","Provides legal services and referrals for seniors 60 and above. Call the program director for an appointment in Florence. If you have legal questions before your appointment, call 541-485-1017 xt.131",y,,http://www.lclac.org/seniorlaw/,
Lane County,Florence,Siuslaw Outreach Services,541-997-2816,"1576 West 12th Street Florence, OR 97439",M– F 9 AM – 3:45 PM,"Provides assistance with: Emergency Shelter, housing, utility & prescription assistance; homeless Prevention; shower, laundry & transportation vouchers; special veterans program; domestic violence, sexual abuse advocacy.",y,y,https://florencesos.org/services.html,
Lane County,Florence,WorkSource Lane - Florence Office,541-997-1913,"3180 Hwy 101 N Florence, OR 97439","M - F 8 12, 1- 5","The Job and Career Center provides job-search assistance, career counseling, job-finding workshops, resume and cover-letter writing assistance to all job seekers. Provides information about unemployment. Computer and internet access available for job search purposes.",y,y,worksourceoregon.org,
Lane County,Junction City/Cheshire,,,,,,,,,
Lane County,Junction City/Cheshire,Cafe 60-- Viking Sal Senior Center,541-998-5367,"245 W. 5th St. Junction City, OR 97448",MWF 11:30am,Free meals for seniors over 60.,,,,
Lane County,Junction City/Cheshire,God's Food Box,541-688-8884,"7373 8th St, Junction City, OR 97448",4th Th 10-1,Food pantry open the 4th Thursday of the month from 10:00am to 1:00pm. Food box size is determined by size of family. Some free clothes available.,y,,http://alvadorechristian.com/gods-box/,
Lane County,Junction City/Cheshire,Goldson's Grange,541-343-2822,"23479 Hwy. 36 Cheshire, OR, 97419",3rd Th 12 - 4pm,Provides food boxes and also houses a small community library. Food available on the 3rd Thursday of the month 12 - 4pm.,y,y,facebook.com/GoldsonGrange,
Lane County,Junction City/Cheshire,Junction City Local Aid,541-998-3992,"210 E 6th Ave, Junction City, OR 97448",TW 9-1; Th 3-7; Sa 10-12,"Food pantry available Tuesdays 9 am – 1 pm Wednesdays 9 am – 1 pm Thursdays 3 pm – 7 pm Last Saturday of every month from 10 am – 12 pm. Prescription drug assistance, heating assistance (propane vouchers), bus passes, and clothing also available.",y,,junctioncitylocalaid.org,
Lane County,Junction City/Cheshire,Laurel Hill Center - Psychiatric Rehabilitation Services,541-780-6361,"210 E 6th Ave, Junction City",M-F 8-5,"Adult psychiatric rehabilitation center with housing, employment, outreach and wellness programs. Must have OHP.",y,y,laurel.org,
Lane County,Junction City/Cheshire,NorseMen Village Apartments,541-998-2236,"920 W 1st Ave., Junction City",,Low income apartments for seniors (62 years and older) and disabled people.,,,,
Lane County,Lowell,,,,,,,,,
Lane County,Lowell,Lowell Food Pantry,541-603-5043,"4 E Lakeview Dr, Lowell, OR 97452",1st and 3rd T 2-5pm,"Food pantry open 1st and 3rd Tuesday of the month, from 2pm to 5pm. Bread day, 2nd & 4th Tuesday from 10am to 12pm. Upstairs is a clothing bank open on bread days.",,,,
Lane County,Mapleton,,,,,,,,,
Lane County,Mapleton,Mapleton Food Share,541-268-1033,"10718 Hwy 126, Mapleton, OR 97453",,Food pantry open 2nd Thursday and 4th Saturday from 10:00am-2:00pm. Clothing and household items available and fuel vouchers for gas.,,,http://www.mapletonfoodshare.org/,
Lane County,Oakridge,,,,,,,,,
Lane County,Oakridge,Cafe 60 The Church of the Nazarene,541-782-4318,"48187 Highway 58 Oakridge, OR 97463",TTh 12pm,Free meals for seniors 60 and over,,,,
Lane County,Oakridge,Diamond Express Transportation Service,541-782-1157,"3500 E 17th Ave, Eugene, 97403",,"Provides three daily trips from Oakridge to downtown Eugene and Springfield. The service, open to anyone, costs $2.50 one-way. For $5.00, guests receive a round-trip plus a Day Pass good on all Lane Transit District routes on the date purchased.",y,,ltd.org/diamondex,
Lane County,Oakridge,Meals on Wheels - Oakridge,541-682-3353,"48187 Hwy. 58 Oakridge, OR, 97463",TTh 11am-1pm,Delivers meals to homebound seniors over 60 on Tuesdays and Thursdays. Frozen meals are available by request.. No fee is charged but donations are appreciated.,,,http://laneseniormeals.org/,
Lane County,Oakridge,Oakridge Food Pantry at the Willamette Activity Center,541-782-2192,"47674 School St, Oakridge, OR 97463","T Th 9-11, 11:30-1",,y,,,
Lane County,Oakridge,Oakridge Westfir Family Resource Center,541-782-3281,"76499 Rose St. Oakridge, OR, 97463",M-Th 1-5pm,"Early head-start program. Offer computers, free printing and faxing, a small kids clothes closet, food pantry, blankets, after-school activities for kids, parenting classes, information and referral, and a weekly toddler group.  Open weeks when school is in session.",y,,,
Lane County,Veneta,,,,,,,,,
Lane County,Veneta,Cafe 60-Fern Ridge Service Center,541-935-7354,"25035 W. Broadway Veneta, OR 97487",MWF 11:30am,Free meals for seniors 60 and over.,,,,
Lane County,Veneta,Fern Ridge Service Center,541-935-4555,"25035 W Broadway Ave. Veneta, OR, 97487",M-F 9 AM – 2 PM,"A variety of activities and programs with low or no cost for individuals age 60 and over. Food boxes, Cafe 60, information and referrals, outreach casework. Limited financial assistance for energy bills, prescriptions, scholarships for youth activities.",y,y,http://midlanecares.org/,
Lane County,Veneta,Meals on Wheels - Veneta,541-682-3353,"25035 W Broadway Ave. Veneta, OR, 97487",,"Delivers meals to home bound seniors over 60 on Mondays, Wednesdays and Fridays. Frozen meals are available.",,,laneseniormeals.org,
Lane County,Veneta,Valley United Methodist Church,541-935-1614,"25133 E. Broadway, Veneta",Su 5:00 - 6:30 pm,"Dinner served Sundays 5:00 pm - 6:30 pm. In the winter (when temperatures is 30 degrees or below) opens as an overnight warming shelter at 4 pm, with dinner served; closes 8 am. Call for more information about AA meetings and availability for transitional camping. The pastor is a licenced counsellor specializing in grief, and is willing to speak to those who are in grief.",y,,www.valleychurchveneta.org,
Lane County,Walterville,,,,,,,,,
Lane County,Walterville,McKenzie Family Resource Center,541-822-3313,"45061 McKenzie Hwy, Walterville, OR 97489",By appointment,"Parenting skills classes, resource library, parent/toddler play group, clothes closet, after school and summer arts/recreation programs, and volunteer/student reading programs.",y,,https://preventionlane.org/lane-county-family-resource-centers,
